class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
src.VassalRebellion,class,3,4,1,3,6,2,0,11,0,0.0,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,27,0,0,0,0,6,0,9,5,9,5,3,0,0,0,17,1,0
teder.TederFrame,class,5,9,4,5,41,12,0,43,70,0.87132347,0.0,0.0,17,0,17,0,0,0,17,0,0,0,16,2,16,0,0,0,2,0,6,279,9,3,14,0,0,26,19,41,2,35,3,0,2,0,104,1,0
twitter4j.ExceptionDiagnosis,class,1,3,2,1,20,1,0,13,5,0.6818182,0.0,0.0,11,0,3,1,0,7,10,0,0,0,4,1,0,4,0,0,1,0,1,65,13,2,6,0,0,7,9,17,14,12,3,0,0,0,50,16,0
twitter4j.GeoQuery,class,3,6,3,3,39,1,0,18,85,0.75155276,0.0,0.0,23,0,19,3,0,1,20,0,0,0,7,1,0,7,0,0,1,0,2,113,20,0,19,0,3,14,11,23,10,11,1,0,0,0,124,17,0
twitter4j.OEmbedRequest,class,4,7,3,4,53,1,0,18,118,0.7866668,0.0,0.0,25,0,22,2,0,1,23,0,0,0,12,1,0,12,0,0,3,0,4,147,26,0,23,0,12,23,28,42,23,16,1,0,2,0,66,17,0
twitter4j.Paging,class,3,9,6,3,45,1,0,14,117,0.8451178,0.0,0.0,27,0,21,1,0,5,26,0,0,0,11,7,0,7,0,4,7,0,1,159,24,1,11,0,5,19,21,25,15,17,2,0,0,0,114,17,0
twitter4j.TwitterBaseImpl,class,29,31,2,29,83,1,1,75,240,0.82716054,0.0,0.0,36,0,25,5,0,6,31,0,3,9,9,2,0,5,0,4,2,0,2,308,27,3,25,0,7,18,11,66,11,38,4,2,0,0,209,1024,0
twitter4j.TwitterException,class,8,15,7,8,76,3,0,40,104,0.795,0.0,0.0,25,1,21,3,0,1,22,0,0,0,8,2,0,8,0,0,2,0,3,205,28,0,32,2,10,48,21,46,18,19,3,0,0,0,296,1,0
twitter4j.TwitterImpl,class,56,57,1,56,336,2,0,149,33329,0.99253535,0.0,0.0,259,1,238,20,0,1,239,0,0,0,15,4,0,15,0,0,14,0,25,1212,264,5,35,14,4,532,71,97,212,74,3,1,0,0,368,0,4
uk.me.jockmacmad.jstate.state.Transition,class,7,10,3,7,21,1,0,8,34,0.7333334,0.0,0.0,12,0,11,0,1,0,12,0,10,0,5,0,0,5,0,0,5,0,3,71,8,2,0,0,4,0,0,14,0,9,3,0,0,0,120,1,0
umd.cs.shop.JSJshop,class,14,16,2,14,78,1,0,49,115,0.8355263,0.0,0.0,19,1,19,0,0,0,19,0,0,0,8,2,2,6,0,0,0,0,33,325,33,6,33,6,2,65,18,47,18,34,5,0,0,0,116,17,0
umd.cs.shop.JSPredicateForm,class,5,22,17,5,54,4,2,34,66,0.0,0.0,0.0,12,0,10,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,15,228,21,8,13,0,0,29,33,45,2,42,3,0,0,0,53,1,0
umd.cs.shop.JSState,class,11,24,13,11,26,5,0,28,28,1.0,0.0,0.0,8,0,6,0,0,2,8,0,0,0,1,0,0,1,0,0,0,0,10,116,6,6,0,0,1,12,13,29,0,27,3,0,0,0,56,1,0
umd.cs.shop.JSTerm,class,7,20,13,7,114,5,0,49,0,0.48863637,0.0,0.0,22,0,19,1,0,2,21,0,0,0,4,0,0,4,0,0,0,0,34,438,56,10,25,1,14,56,42,72,12,52,5,0,0,0,84,1,0
visu.handball.moves.actions.CreateMovePdfAction,class,8,12,4,8,13,3,0,31,3,0.0,0.0,0.0,3,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,19,69,2,1,5,1,0,14,7,12,3,11,5,1,0,0,44,1,0
visu.handball.moves.xml.HandballModelReader,class,12,16,4,12,21,1,0,43,2,0.5833333,0.0,0.0,8,2,7,1,0,0,7,0,0,0,3,1,0,3,0,0,0,0,12,126,5,3,4,1,2,32,2,41,1,35,4,1,0,0,63,1,0
weka.classifiers.Evaluation,class,38,53,15,38,502,1,1,222,3380,0.94544333,0.0,0.0,104,7,90,0,14,0,104,0,30,0,46,3,0,1,45,0,2,0,53,1933,139,83,122,12,108,393,408,563,272,350,6,0,0,0,800,1,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,class,10,12,2,10,142,4,0,40,130,0.91176474,0.0,0.0,17,1,9,0,1,7,17,0,0,0,2,1,0,1,0,1,1,0,1,298,11,44,23,1,3,27,70,90,29,41,8,0,1,0,264,1,0
weka.core.FindWithCapabilities,class,11,12,1,11,143,1,0,76,178,0.86800003,0.0,0.0,25,1,25,0,0,0,25,0,0,0,10,0,0,0,10,0,0,0,9,423,15,11,13,4,5,213,43,67,15,38,5,0,0,0,245,1,0
weka.core.Memory,class,2,3,1,2,22,1,0,21,71,0.82142854,0.0,0.0,14,2,14,0,0,0,14,0,0,0,6,2,0,0,6,0,0,0,14,77,10,1,2,0,5,27,9,16,8,11,5,0,0,0,164,1,0
wheel.asm.ClassReader,class,20,24,4,20,358,1,0,77,0,0.85459185,0.0,0.0,28,1,19,7,1,1,21,0,0,0,14,9,6,3,0,5,14,0,13,1298,32,64,87,0,40,34,468,510,206,159,9,0,0,0,428,1,0
wheel.asm.ClassWriter,class,15,23,8,15,134,1,0,64,89,0.9445376,0.0,0.0,35,0,18,5,1,11,31,0,0,0,68,34,2,18,0,48,40,0,3,562,39,11,55,1,23,24,109,174,23,122,3,0,0,0,413,1,0
wheel.asm.FieldWriter,class,7,9,2,7,54,1,0,9,0,0.5,0.0,0.0,6,0,3,0,0,3,6,0,0,0,10,0,0,9,0,1,4,0,0,136,3,0,24,0,9,12,35,27,2,14,1,0,0,0,81,16,0
wheel.util.DynamicSelectModel,class,6,13,7,6,31,1,0,12,73,0.7960526,0.0,0.0,19,0,19,0,0,0,19,0,0,0,8,0,0,8,0,0,0,0,0,114,16,2,7,0,0,19,2,27,7,18,3,0,0,0,67,1,0
